Lunch_Rice_full,Lunch_Soup_,,Lunch_Main_Dish,Lunch_Main_Dish_Kcal,Lunch_Side_Dish_1,Lunch_Side_Dish_1_Kcal,Lunch_Side_Dish_2,Lunch_Side_Dish_2_Kcal,Lunch_Drink,Lunch_Drink_Kcal,Lunch_Kimchi,Lunch_Kimchi_Kcal,Lunch_side_Dish_3,Lunch_side_Dish_3_Kcal,Dinner_Rice,Dinner_Rice_Kcal,Dinner_Soup,Dinner_Soup_Kcal,Dinner_Main_Dish,Dinner_Main_Dish_Kcal,Dinner_Side_Dish_1,Dinner_Side_Dish_1_Kcal,Dinner_Side_Dish_2,Dinner_Side_Dish_2_Kcal,Dinner_Side_Dish_3,Dinner_Side_Dish_3_Kcal,Dinner_Drink,Dinner_Drink_Kcal,Dinner_Kimchi,Dinner_Kimchi_Kcal,,Lunch_Rice,Lunch_Rice_Kcal,,Lunch_Soup,Lunch_Soup_Kcal
,,,,,오이볶음,50 kcal,채소스틱&쌈장/석박지,40,,,,,,,,,,,낙지볶음*소면,350,도넛츠/비트채소절임,200,,,,,,,,,,,,,,
,,,,,알배기/깻잎/생강채*쌈장,50 kcal,상추/쑥갓쌈&쌈장,40,,,,,,,,,,,치킨까스*데미소스,400,이색전(가지,250,,,,,,,,,,,,,,
,,,,,츄러스채소맛탕,220 kcal,(New)수제참나물장아찌,30,,,,,,,,,,,수제등심찹쌀꿔바로우,400,샐러드*오리엔탈D,180,,,,,,,,,,,,,,
,,,,,두반장가지볶음,180 kcal,돌나물유자청무침/포기김치,35,,,,,,,,,,,해물볶음,400,취나물볶음,150,,,,,,,,,,,,,,
,,,,,임연수무조림,320 kcal,도라지볶음,50,,,,,,,,,,,딤섬,250,쫄면채소무침,200,,,,,,,,,,,,,,
,,,,,단호박어묵탕수,220 kcal,부추양파무침,30,,,,,,,,,,,수제오징어튀김,300,코다리무조림,280,,,,,,,,,,,,,,
,,,,,아귀콩나물찜,250 kcal,오이쑥갓생채,30,,,,,,,,,,,쇠고기청경채볶음,300,순대찜*소금,300,,,,,,,,,,,,,,
,,,,,차돌비빔국수,300 kcal,솎음열무나물,30,,,,,,,,,,,칠리가지탕수,250,포테이토오븐구이,250,,,,,,,,,,,,,,
,,,,,돼지고추장불고기,320 kcal,고추장감자조림,70,,,,,,,,,,,오징어떡볶음,300,콘치즈,250,,,,,,,,,,,,,,
,,,,,생선까스&타르타르소스,350 kcal,이연복의,250,,,,,,,,,,,참치김치볶음,300,채소쌈*쌈장,120,,,,,,,,,,,,,,
,,,,,방풍나물,50 kcal,쑥갓나물,30,,,,,,,,,,,어떡햄,250,감자햄조림,250,,,,,,,,,,,,,,
,,,,,적어양념장구이,250 kcal,채소프리타타,100,,,,,,,,,,,돈갈비찜,400,연유꽃빵튀김,250,,,,,,,,,,,,,,
,,,,,당면채소무침,150 kcal,양배추/다시마쌈*씨앗쌈장,40,,,,,,,,,,,페퍼로니치즈피자,400,오이볶음,120,,,,,,,,,,,,,,
,,,,,어묵고추장볶음,150 kcal,어묵간장조림,70,,,,,,,,,,,해물까스&타르타르D,400,새우만두*장,300,,,,,,,,,,,,,,
,,,,,과일그라탕,80 kcal,크래미해초무침,40,,,,,,,,,,,소고기콜라비조림,300,연근조림,220,,,,,,,,,,,,,,
,,,,,매콤해물볶음,250 kcal,알배기/상추*쌈장,40,,,,,,,,,,,인절미치킨,350,녹두빈대떡*장,250,,,,,,,,,,,,,,
,,,,,해물까스*타르타르소스,350 kcal,진미채오이무침,70,,,,,,,,,,,순대들깨볶음,250,고추튀김*장,220,,,,,,,,,,,,,,
,,,,,청경채/버섯숙회*초장,120 kcal,풋고추양파쌈장무침,25,,,,,,,,,,,수제치킨까스,400,자반고등어구이,280,,,,,,,,,,,,,,
,,,,,개성식메밀부침개,180 kcal,건취나물볶음,50,,,,,,,,,,,낙지미나리볶음,250,새우튀김*크림소스,350,,,,,,,,,,,,,,
,,,,,수제두부까스&하이소스,350 kcal,달래무침,25,,,,,,,,,,,만가닥버섯불고기,300,토마토계란찜,220,,,,,,,,,,,,,,
,,,,,메추리알탕수,150 kcal,냉이나물무침,30,,,,,,,,,,,브로콜리깨소스무침,150,밀떡볶이/허니슈스트링감자,300,,,,,,,,,,,,,,
,,,,,두부고기양념찜,250 kcal,마파무조림,70,,,,,,,,,,,삼치양념구이,280,감자채카레볶음,250,,,,,,,,,,,,,,
,,,,,비엔나채소볶음,220 kcal,파래김,40,,,,,,,,,,,수제맛쵸킹탕수육,400,오꼬노미계란말이,220,,,,,,,,,,,,,,
,,,,,가자미유린기,300 kcal,콩나물잡채,80,,,,,,,,,,,장어강정*데리야끼소스,400,돈채표고버섯볶음,200,,,,,,,,,,,,,,
,,,,,쌈추/깻잎*쌈장,50 kcal,봄동숙*간장양념,30,,,,,,,,,,,수제고기육전,300,꽈리고추찹쌀무침,150,,,,,,,,,,,,,,
,,,,,등심돈까스,450 kcal,아삭이고추된장무침,30,,,,,,,,,,,,,감자양념조림,250,,,,,,,,,,,,,,
,,,,,(New)참치두부전,200 kcal,무쌈채소말이,40,,,,,,,,,,,,,옥수수맛살전,250,,,,,,,,,,,,,,
,,,,,(New)깐풍연근,150 kcal,쪽파무침,25,,,,,,,,,,,,,(NeW)깐풍아귀,350,,,,,,,,,,,,,,
,,,,,고기완자전*케찹,220 kcal,상추쌈,40,,,,,,,,,,,,,해초레몬무침,120,,,,,,,,,,,,,,
,,,,,스팸계란전,250 kcal,매운호박볶음,50,,,,,,,,,,,,,채소튀김*장,200,,,,,,,,,,,,,,
,,,,,메밀전병,200 kcal,생깻잎지,35,,,,,,,,,,,,,마늘쫑메추리알조림,220,,,,,,,,,,,,,,
,,,,,더덕구이,150 kcal,청경채/버섯숙회*초장,50,,,,,,,,,,,,,(New)수제고기깻잎전,250,,,,,,,,,,,,,,
,,,,,갈치감자조림,320 kcal,연두부*달래양념장,50,,,,,,,,,,,,,라볶이,300,,,,,,,,,,,,,,
,,,,,치즈계란찜,250 kcal,,,,,,,,,,,,,,,타꼬야끼,300,,,,,,,,,,,,,,
,,,,,단호박채소전,180 kcal,,,,,,,,,,,,,,,수제마늘바게트,200,,,,,,,,,,,,,,
,,,,,쫄면채소무침,250 kcal,,,,,,,,,,,,,,,스팸계란말이,350,,,,,,,,,,,,,,
,,,,,쌈배추/양상추*쌈장,50 kcal,,,,,,,,,,,,,,,건도토리묵파프리카볶음,150,,,,,,,,,,,,,,
,,,,,가자미무조림,300 kcal,,,,,,,,,,,,,,,두부고기조림,220,,,,,,,,,,,,,,
,,,,,문어꽈리고추조림,250 kcal,,,,,,,,,,,,,,,섭산적데리야끼조림,250,,,,,,,,,,,,,,
,,,,,청양고추계란말이,200 kcal,,,,,,,,,,,,,,,(New)명란연근전,220,,,,,,,,,,,,,,
,,,,,소고기잡채,250 kcal,,,,,,,,,,,,,,,채소스틱,120,,,,,,,,,,,,,,
,,,,,토마토두부카프레제,150 kcal,,,,,,,,,,,,,,,마카로니치즈범벅,250,,,,,,,,,,,,,,
,,,,,(New)파프리카계란전,200 kcal,,,,,,,,,,,,,,,미더덕콩나물찜,200,,,,,,,,,,,,,,
,,,,,고등어김치말이찜,320 kcal,,,,,,,,,,,,,,,꽁치한마리구이*와사비장,280,,,,,,,,,,,,,,
,,,,,오미산적/동태전,250 kcal,,,,,,,,,,,,,,,연두부계란찜,220,,,,,,,,,,,,,,
,,,,,파프리카계란말이,200 kcal,,,,,,,,,,,,,,,(New)수제불고기버거,350,,,,,,,,,,,,,,
,,,,,참치채소볶음,150 kcal,,,,,,,,,,,,,,,진미채무말랭이무침,200,,,,,,,,,,,,,,
,,,,,메추리알짜장떡볶이,300 kcal,,,,,,,,,,,,,,,(New)봉골레파스타,350,,,,,,,,,,,,,,
,,,,,타코야끼,220 kcal,,,,,,,,,,,,,,,오이보트샐러드,150,,,,,,,,,,,,,,
,,,,,두부까스*칠리소스,350 kcal,,,,,,,,,,,,,,,숯불양념꼬치어묵,300,,,,,,,,,,,,,,
,,,,,채소스틱*쌈장,50 kcal,,,,,,,,,,,,,,,(NEW)까르보나라떡볶이,350,,,,,,,,,,,,,,
,,,,,감자채카레볶음,180 kcal,,,,,,,,,,,,,,,햄전&케찹,250,,,,,,,,,,,,,,
,,,,,견과류마카로니범벅,350 kcal,,,,,,,,,,,,,,,양배추샐러드&사우전D,180,,,,,,,,,,,,,,
,,,,,봄동전,200 kcal,,,,,,,,,,,,,,,치즈계란찜,220,,,,,,,,,,,,,,
,,,,,깐풍연근,150 kcal,,,,,,,,,,,,,,,(New)마약계란장조림,220,,,,,,,,,,,,,,
,,,,,옥수수콘치즈구이,250 kcal,,,,,,,,,,,,,,,가지나물,120,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,오이양파무침,120,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,(New)미니에그슬럿버거,350,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,진미채오이무침,200,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,갈치무조림,280,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,감자채전*장,250,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,양념깻잎지,150,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,동그랑땡강정,300,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,미나리무침,120,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,치즈닭갈비/계란후라이,400,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,모둠채소무침,150,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,물만두찜*장,300,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,이색묵(올방개/클로렐라)*양념장,150,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,노가리고추조림,200,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,쇠고기가지조림,280,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,메추리알꽈리고추조림,220,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,브로콜리숙회*초장,250,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,매운떡볶이*순대찜,350,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,새송이버섯조림,180,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,자장소스,50,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,물파래초무침,120,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,매운감자조림,250,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,도토리묵*양념장,150,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,오이선,120,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,골뱅이채소무침&실곤약,250,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,멸치마늘종조림,180,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,베이컨숙주볶음,220,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,팽이버섯채소전,250,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,야채전,200,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,가지마파두부,220,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,팽이버섯부추무침,180,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,어묵깻잎전,250,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,비빔만두채소무침,300,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,메추리알풋고추조림,220,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,건새우호박채전,250,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,비엔나채소볶음,250,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,유부채소겨자냉채,200,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,깻잎쌈*생강채,150,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,쑥갓나물,120,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,마늘쫑볶음,150,,,,,,,,,,,,,,
